*Cell Name,Cell SDCCH Channel Maximum
ESSAADA_1_TAT1030,40
ESSAADA_2_TAT1030,24
ESSAADA_3_TAT1030,40
ESSAADA_DCS_1_TAT3030,40
ESSAADA_DCS_3_TAT3030,40
SANGHO_1_MED1031,24
SANGHO_2_MED1031,40
SANGHO_3_MED1031,24
Zarzis_Coast_1_MED1032,24
ZARZIS_COAST_2_MED1032,24
ZARZIS_COAST_3_MED1032,24
ZARZIS_COAST_DCS_1_MED3032,40
ZARZIS_COAST_DCS_2_MED3032,40
ZARZIS_COAST_DCS_3_MED3032,40
Ogla_1_MED1033,24
Ogla_2_MED1033,40
Ogla_3_MED1033,24
Ogla_DCS_1_MED3033,40
Ogla_DCS_3_MED3033,40
Hassi_Jerbi_1_MED1034,24
Hassi_Jerbi_2_MED1034,40
Hassi_Jerbi_DCS_1_MED3034,40
Hassi_Jerbi_DCS_2_MED3034,40
CHMAKH_DCS_4_MED3035,40
CHMAKH_1_MED1035,24
CHMAKH_2_MED1035,40
CHMAKH_3_MED1035,24
CHMAKH_4_MED1035,24
CHMAKH_DCS_1_MED3035,40
CHMAKH_DCS_2_MED3035,40
CHMAKH_DCS_3_MED3035,64
Zita_1_MED1036,24
Zita_2_MED1036,24
Zita_3_MED1036,40
Zita_DCS_1_MED3036,40
Jeunesse_1_MED1037,48
Jeunesse_2_MED1037,48
Jeunesse_3_MED1037,40
Jeunesse_DCS_1_MED3037,40
Jeunesse_DCS_2_MED3037,40
Jeunesse_DCS_3_MED3037,40
IBN_KHIDR_1_MED1038,40
IBN_KHIDR_2_MED1038,72
IBN_KHIDR_3_MED1038,40
IBN_KHIDR_DCS_2_MED3038,64
ZAR_ENVIRONNEMENT_1_MED1039,40
ZAR_ENVIRONNEMENT_2_MED1039,40
ZAR_ENVIRONNEMENT_3_MED1039,40
ZAR_ENVIRONNEMENT_4_MED1039,40
Liberte_1_MED1040,24
Liberte_2_MED1040,24
Liberte_3_MED1040,40
Liberte_DCS_1_MED3040,64
Liberte_DCS_2_MED3040,40
ZAR_Entrance_DCS_4_MED3041,40
ZAR_Entrance_1_MED1041,24
ZAR_Entrance_2_MED1041,24
ZAR_Entrance_3_MED1041,40
ZAR_Entrance_4_MED1041,40
ZAR_Entrance_DCS_2_MED3041,40
ZAR_Entrance_DCS_3_MED3041,40
Free_Zone_1_MED1042,72
Free_Zone_2_MED1042,40
Free_Zone_3_MED1042,40
Free_Zone_DCS_1_MED3042,64
Free_Zone_DCS_3_MED3042,40
EL_BASSATINE_1_MED1043,40
EL_BASSATINE_2_MED1043,40
EL_BASSATINE_3_MED1043,40
EL_BASSATINE_DCS_2_MED3043,40
Ras_Eddahr_1_MED1044,24
Ras_Eddahr_2_MED1044,24
Ras_Eddahr_3_MED1044,40
KHALFALLAH_1_MED1045,24
KHALFALLAH_2_MED1045,24
KHALFALLAH_3_MED1045,72
KHALFALLAH_DCS_1_MED3045,40
KHALFALLAH_DCS_2_MED3045,40
CITE_BOUSSAA_1_TAT1046,40
CITE_BOUSSAA_2_TAT1046,40
CITE_BOUSSAA_3_TAT1046,40
CITE_NOUR_1_TAT1048,40
CITE_NOUR_2_TAT1048,40
CITE_NOUR_3_TAT1048,72
ADAM_1_TAT1049,40
ADAM_2_TAT1049,24
ADAM_3_TAT1049,24
ADAM_4_TAT1049,24
Zarzis_Umbrella_1_MED1050,24
Zarzis_Umbrella_2_MED1050,40
Zarzis_Umbrella_3_MED1050,40
Zarzis_Umbrella_DCS_1_MED3050,40
Zarzis_Umbrella_DCS_2_MED3050,40
Zarzis_Umbrella_DCS_3_MED3050,40
BENIRI_1_MED1105,24
BENIRI_2_MED1105,24
BENIRI_3_MED1105,40
BG _OUEST_1_MED1152,48
BG _OUEST_2_MED1152,48
BG _OUEST_3_MED1152,48
BG _OUEST_4_MED1152,48
BIR_THLETHIN_1_TAT1053,24
BIR_THLETHIN_2_TAT1053,24
BIR_THLETHIN_3_TAT1053,24
RTE_REMADA_DHIBA_1_TAT1056,24
RTE_REMADA_DHIBA_2_TAT1056,40
RTE_REMADA_DHIBA_3_TAT1056,24
Djebel Grouz_1_TAT1057,24
Djebel Grouz_2_TAT1057,24
Djebel Grouz_3_TAT1057,24
Djebel Grouz_4_TAT1057,24
Route BEN GUERDANE_1_MED1058,40
Route BEN GUERDANE_2_MED1058,40
Route BEN GUERDANE_3_MED1058,24
Route BEN GUERDANE_4_MED1058,40
Route BEN GUERDANE_DCS_2_MED3058,40
CHAHBANIA_1_MED1059,40
CHAHBANIA_2_MED1059,40
CHAHBANIA_3_MED1059,40
KAMMOUR_1_TAT1060,40
KAMMOUR_2_TAT1060,24
KAMMOUR_3_TAT1060,24
KAMMOUR_4_TAT1060,24
RELAIS_BORMA_1_TAT1063,24
RELAIS_BORMA_2_TAT1063,24
RELAIS_BORMA_3_TAT1063,24
RELAIS_BORMA_4_TAT1063,24
RELAIS _LAARICHE_1_TAT1064,24
RELAIS _LAARICHE_2_TAT1064,24
RELAIS _LAARICHE_3_TAT1064,24
RELAIS _LAARICHE_4_TAT1064,24
TIERET_1_TAT1065,24
TIERET_2_TAT1065,24
TIERET_3_TAT1065,24
NBIKHA_1_TAT1069,24
NBIKHA_2_TAT1069,24
NBIKHA_3_TAT1069,24
NBIKHA_4_TAT1069,24
GIRBIS_1_MED1070,40
GIRBIS_2_MED1070,40
GIRBIS_3_MED1070,40
GIRBIS_DCS_1_MED3070,40
GIRBIS_DCS_2_MED3070,40
GIRBIS_DCS_3_MED3070,40
OUEDFESSI_1_MED1071,40
OUEDFESSI_2_MED1071,40
OUEDFESSI_3_MED1071,40
OUIRSENIA_1_MED1072,40
OUIRSENIA_2_MED1072,72
OUIRSENIA_3_MED1072,40
OUIRSENIA_4_MED1072,40
OUIRSENIA_DCS_1_MED3072,40
OUIRSENIA_DCS_3_MED3072,72
NAWARA_1_TAT1074,24
NAWARA_2_TAT1074,24
NAWARA_3_TAT1074,24
NAWARA_4_TAT1074,24
NAWARA_DCS_1_TAT3074,40
NAWARA_DCS_3_TAT3074,40
TATOUINE_NORD_DCS_4_TAT3076,40
TATOUINE_NORD_1_TAT1076,40
TATOUINE_NORD_2_TAT1076,40
TATOUINE_NORD_3_TAT1076,40
TATOUINE_NORD_4_TAT1076,40
TATOUINE_NORD_DCS_1_TAT3076,40
TATOUINE_NORD_DCS_2_TAT3076,64
TATOUINE_NORD_DCS_3_TAT3076,64
CITE_MAHRAJENE_1_TAT1077,40
CITE_MAHRAJENE_2_TAT1077,40
CITE_MAHRAJENE_3_TAT1077,40
CITE_MAHRAJENE_4_TAT1077,40
Remada_Sud_1_TAT1078,48
Remada_Sud_2_TAT1078,48
Remada_Sud_3_TAT1078,48
CITE_Oued_El_Gameh_1_TAT1079,40
CITE_Oued_El_Gameh_2_TAT1079,40
CITE_Oued_El_Gameh_3_TAT1079,40
TAT_CV_1_TAT1081,40
TAT_CV_2_TAT1081,40
TAT_CV_3_TAT1081,40
TAT_CV_4_TAT1081,40
IBEN_ABITHAYEF_1_MED1082,40
IBEN_ABITHAYEF_2_MED1082,40
IBEN_ABITHAYEF_3_MED1082,40
IBEN_ABITHAYEF_DCS_1_MED3082,40
IBEN_ABITHAYEF_DCS_2_MED3082,40
IBEN_ABITHAYEF_DCS_3_MED3082,40
SOUK_ZARZIS_1_MED1086,24
SOUK_ZARZIS_2_MED1086,24
SOUK_ZARZIS_3_MED1086,40
SOUK_ZARZIS_DCS_1_MED3086,64
SOUK_ZARZIS_DCS_3_MED3086,40
CITE_TAHRIR_1_MED1087,40
CITE_TAHRIR_2_MED1087,40
CITE_TAHRIR_3_MED1087,40
CITE_TAHRIR_DCS_1_MED3087,64
CITE_TAHRIR_DCS_2_MED3087,48
CITE_TAHRIR_DCS_3_MED3087,40
SOUK_LYBIA_1_MED1088,40
SOUK_LYBIA_2_MED1088,40
SOUK_LYBIA_3_MED1088,40
SOUK_LYBIA_DCS_1_MED3088,40
SOUK_LYBIA_DCS_3_MED3088,40
OUED_ABD_ELNEBI_1_MED1097,24
OUED_ABD_ELNEBI_2_MED1097,72
OUED_ABD_ELNEBI_3_MED1097,24
OUED_ABD_ELNEBI_DCS_1_MED3097,40
OUED_ABD_ELNEBI_DCS_2_MED3097,64
ETTABII_1_MED1099,40
ETTABII_2_MED1099,40
ETTABII_3_MED1099,40
ETTABII_DCS_1_MED3099,40
ETTABII_DCS_2_MED3099,40
ETTABII_DCS_3_MED3099,40
EL_HORRIA_1_MED1100,40
EL_HORRIA_2_MED1100,24
EL_HORRIA_3_MED1100,40
EL_HORRIA_DCS_2_MED3100,72
OUED_ERRBAYAA_1_MED1103,24
OUED_ERRBAYAA_2_MED1103,24
OUED_ERRBAYAA_3_MED1103,24
BEN_GUERDANE_SOUTH_1_MED1104,40
BEN_GUERDANE_SOUTH_2_MED1104,40
BEN_GUERDANE_SOUTH_3_MED1104,24
RAS-JDIR ROAD_1_MED1106,40
RAS-JDIR ROAD_2_MED1106,40
ZARZIS_EL_MARGOUM_DCS_4_MED3113,40
ZARZIS_EL_MARGOUM_1_MED1113,40
ZARZIS_EL_MARGOUM_2_MED1113,40
ZARZIS_EL_MARGOUM_3_MED1113,40
ZARZIS_EL_MARGOUM_4_MED1113,24
ZARZIS_MARCHE_CENTRAL_1_MED1114,24
ZARZIS_MARCHE_CENTRAL_2_MED1114,40
ZARZIS_MARCHE_CENTRAL_3_MED1114,24
ZARZIS_MARCHE_CENTRAL_DCS_1_MED3114,40
ZARZIS_MARCHE_CENTRAL_DCS_3_MED3114,40
BG_Sud_1_MED1151,24
BG_Sud_2_MED1151,24
BG_Sud_3_MED1151,24
BENGUERDENE CV_1_MED1117,40
BENGUERDENE CV_2_MED1117,24
BENGUERDENE CV_3_MED1117,24
BENGUERDENE CV_4_MED1117,40
BENGUERDENE CV_DCS_2_MED3117,40
BENGUERDENE CV_DCS_3_MED3117,48
JDERIYA_1_MED1120,24
JDERIYA_2_MED1120,24
IBEROSTAR_1_MED1121,24
IBEROSTAR_2_MED1121,24
IBEROSTAR_3_MED1121,24
IBEROSTAR_DCS_3_MED3121,40
Free_Zone2_1_MED1124,24
Free_Zone2_2_MED1124,40
Free_Zone2_3_MED1124,24
Free_Zone2_DCS_2_MED3124,40
Free_Zone2_DCS_3_MED3124,40
BEN_GUERDENE_CV_1_MED1126,40
BEN_GUERDENE_CV_2_MED1126,40
BEN_GUERDENE_CV_3_MED1126,40
BEN_GUERDENE_CV_DCS_1_MED3126,40
BEN_GUERDENE_CV_DCS_2_MED3126,40
BEN_GUERDENE_CV_DCS_3_MED3126,40
BG_SOUK_1_MED1127,40
BG_SOUK_2_MED1127,40
BG_SOUK_3_MED1127,40
BG_SOUK_DCS_1_MED3127,40
BG_SOUK_DCS_2_MED3127,48
EZZAHRA_1_TAT1031,40
EZZAHRA_2_TAT1031,24
EZZAHRA_3_TAT1031,40
EZZAHRA_DCS_1_TAT3031,40
EZZAHRA_DCS_2_TAT3031,40
EZZAHRA_DCS_3_TAT3031,40
REMTHA_1_TAT1032,40
REMTHA_2_TAT1032,40
REMTHA_3_TAT1032,40
TONKOT_1_TAT1033,40
TONKOT_2_TAT1033,24
DHOUIHER_DCS_4_MED3134,40
DHOUIHER_1_MED1134,24
DHOUIHER_2_MED1134,24
DHOUIHER_3_MED1134,40
DHOUIHER_4_MED1134,24
MAKHROUGA_1_TAT1035,24
MAKHROUGA_2_TAT1035,24
MAKHROUGA_3_TAT1035,24
MAKHROUGA_4_TAT1035,24
Laariche_1_TAT1036,24
Laariche_2_TAT1036,24
Laariche_3_TAT1036,24
Laariche_4_TAT1036,24
Laariche_DCS_2_TAT3036,40
BORMA_1_TAT1037,40
BORMA_2_TAT1037,40
BORMA_3_TAT1037,40
OUED_ELKILLE_TATOUINE_1_TAT1038,24
OUED_ELKILLE_TATOUINE_2_TAT1038,24
TAT1040S4,40
BOUBTANE_1_MED1144,24
BOUBTANE_2_MED1144,24
BOUBTANE_3_MED1144,40
STORM_1_TAT1042,24
STORM_2_TAT1042,24
STORM_3_TAT1042,24
STORM_4_TAT1042,24
EL_HMADI_1_MED1143,24
EL_HMADI_2_MED1143,24
EL_HMADI_3_MED1143,24
Frontiere_Dhiba_DCS_4_TAT3044,72
Frontiere_Dhiba_1_TAT1044,40
Frontiere_Dhiba_2_TAT1044,24
Frontiere_Dhiba_3_TAT1044,24
Frontiere_Dhiba_4_TAT1044,24
Frontiere_Dhiba_DCS_1_TAT3044,100
Frontiere_Dhiba_DCS_2_TAT3044,100
Frontiere_Dhiba_DCS_3_TAT3044,100
BOUTEFFAHA_1_MED1145,24
BOUTEFFAHA_2_MED1145,24
BOUTEFFAHA_3_MED1145,24
BOUTEFFAHA_DCS_1_MED3145,72
BOUTEFFAHA_DCS_2_MED3145,72
BOUTEFFAHA_DCS_3_MED3145,72
MED1146S1,40
MED1146S2,40
MED1146S3,40
ZARZIS_CV_1_MED1147,24
ZARZIS_CV_2_MED1147,40
ZARZIS_CV_3_MED1147,24
ZARZIS_CV_DCS_1_MED3147,72
ZARZIS_CV_DCS_2_MED3147,72
ZARZIS_CV_DCS_3_MED3147,72
ZONE_PORTUAIRE_1_MED1148,24
ZONE_PORTUAIRE_2_MED1148,40
ZONE_PORTUAIRE_3_MED1148,40
ZONE_PORTUAIRE_DCS_1_MED3148,40
ZONE_PORTUAIRE_DCS_3_MED3148,40
Souk_Tataouine_1_TAT1040,40
Souk_Tataouine_2_TAT1040,24
Souk_Tataouine_3_TAT1040,40
Souk_Tataouine_DCS_1_TAT3040,64
Souk_Tataouine_DCS_2_TAT3040,40
Souk_Tataouine_DCS_3_TAT3040,40
BG_Nord_1_MED1150,40
BG_Nord_2_MED1150,24
BG_Nord_3_MED1150,40
PIONEER-ELWAHA_1_TAT1041,24
PIONEER-ELWAHA_2_TAT1041,24
PIONEER-ELWAHA_3_TAT1041,24
TIERET_1_TAT1043,24
TIERET_3_TAT1043,24
TIERET_4_TAT1043,24
Oued_ZAR_1_TAT1034,40
Oued_ZAR_2_TAT1034,24
Oued_ZAR_3_TAT1034,24
Oued_ZAR_4_TAT1034,24
BG_WEST_TOWN_1_MED1056,40
BG_WEST_TOWN_2_MED1056,40
BG_WEST_TOWN_3_MED1056,40
BG_WEST_TOWN_DCS_1_MED3056,72
BG_WEST_TOWN_DCS_2_MED3056,40
BG_WEST_TOWN_DCS_3_MED3056,72
BG_SOUTH_TOWN_1_MED1057,40
BG_SOUTH_TOWN_2_MED1057,40
BG_SOUTH_TOWN_3_MED1057,40
BG_SOUTH_TOWN_DCS_1_MED3057,40
BG_SOUTH_TOWN_DCS_2_MED3057,72
BG_SOUTH_TOWN_DCS_3_MED3057,72
JAMILA_1_MED1060,40
JAMILA_2_MED1060,40
JAMILA_3_MED1060,40
JAMILA_4_MED1060,40
JAMILA_DCS_1_MED3060,48
JAMILA_DCS_2_MED3060,48
frontiere_Ras_Jdir_1_MED1165,40
frontiere_Ras_Jdir_2_MED1165,40
frontiere_Ras_Jdir_3_MED1165,40
MAHERI_1_TAT1070,40
MAHERI_2_TAT1070,24
MAHERI_3_TAT1070,24
MAHERI_4_TAT1070,24
ZARZIS_Al_ALANDAYAH_1_MED1179,40
ZARZIS_Al_ALANDAYAH_2_MED1179,40
ZARZIS_Al_ALANDAYAH_3_MED1179,40
Mahdia Center_1_MAH1001,40
Mahdia Center_2_MAH1001,40
Mahdia Center_3_MAH1001,40
Mahdia Center_DCS_2_MAH3001,40
Mahdia Center_DCS_3_MAH3001,24
Saleh_DCS_4_MAH3002,64
Saleh_1_MAH1002,64
Saleh_2_MAH1002,24
Saleh_3_MAH1002,64
Saleh_4_MAH1002,24
Merdes_1_MAH1004,24
Merdes_2_MAH1004,40
Merdes_3_MAH1004,72
Merdes_DCS_1_MAH3004,40
Merdes_DCS_2_MAH3004,40
Merdes_DCS_3_MAH3004,64
LYCEE_1_MAH1006,40
LYCEE_2_MAH1006,40
LYCEE_3_MAH1006,40
LYCEE_DCS_2_MAH3006,24
LYCEE_DCS_3_MAH3006,64
Ksour_Essef_1_MAH1008,40
Ksour_Essef_2_MAH1008,40
Ksour_Essef_3_MAH1008,40
Ksour_Essef_DCS_1_MAH3008,64
Ksour_Essef_DCS_2_MAH3008,72
Ksour_Essef_DCS_3_MAH3008,40
KSOUR ESSEF EAST_1_MAH1009,64
KSOUR ESSEF EAST_2_MAH1009,64
KSOUR ESSEF EAST_3_MAH1009,64
KSOUR ESSEF EAST_4_MAH1009,64
Ksour_Essef EAST_DCS_1_MAH3009,72
Ksour_Essef EAST_DCS_2_MAH3009,64
Bkalta_1_MAH1010,40
Bkalta_2_MAH1010,40
Bkalta_3_MAH1010,24
Bkalta_DCS_1_MAH3010,88
Bkalta_DCS_2_MAH3010,24
Bkalta_DCS_3_MAH3010,80
Baghdedi_1_MAH1011,24
Baghdedi_2_MAH1011,40
Baghdedi_DCS_1_MAH3011,40
Baghdedi_DCS_2_MAH3011,24
KHMARA_1_MAH1013,40
KHMARA_2_MAH1013,40
KHMARA_3_MAH1013,40
KHMARA_DCS_1_MAH3013,40
KHMARA_DCS_2_MAH3013,64
KHMARA_DCS_3_MAH3013,40
MAH1014_1,56
MAH1014_2,40
MAH1014_3,40
MAH1014_4,40
Chebba_center_DCS_1_MAH3014,40
MAH3014S3,40
KAI1015S1,32
KAI1015S2,48
KAI1015S3,48
KAI3015S1,48
KAI3015S2,64
KAI3015S3,72
Malloulich_1_MAH1016,40
Malloulich_2_MAH1016,40
Malloulich_3_MAH1016,40
Malloulich_DCS_1_MAH3016,40
Malloulich_DCS_2_MAH3016,120
Malloulich_DCS_3_MAH3016,40
menzel_hayet_DCS_4_MON3017,72
menzel_hayet_1_MON1017,24
menzel_hayet_2_MON1017,40
menzel_hayet_3_MON1017,40
menzel_hayet_4_MON1017,48
menzel_hayet_DCS_2_MON3017,40
RAWDA_1_MAH1018,64
RAWDA_2_MAH1018,40
RAWDA_3_MAH1018,40
RAWDA_DCS_2_MAH3018,40
HOSPITAL_DCS_4_MAH3019,64
HOSPITAL_1_MAH1019,64
HOSPITAL_2_MAH1019,64
HOSPITAL_3_MAH1019,64
HOSPITAL_4_MAH1019,64
Sidi Bannour_1_MAH1020,40
Sidi Bannour_2_MAH1020,40
Sidi Bannour_3_MAH1020,40
Sidi Bannour_DCS_1_MAH3020,24
Sidi Bannour_DCS_2_MAH3020,40
Road_ElJam_Ksour_Essef_1_MAH1021,40
Road_ElJam_Ksour_Essef_2_MAH1021,64
Road_ElJam_Ksour_Essef_3_MAH1021,40
Road_ElJam_Ksour_Essef_DCS_1_MAH3021,40
Road_ElJam_Ksour_Essef_DCS_2_MAH3021,72
Road_ElJam_Ksour_Essef_DCS_3_MAH3021,64
CAP MAHDIA_DCS_4_MAH3022,40
CAP MAHDIA_1_MAH1022,40
CAP MAHDIA_2_MAH1022,40
CAP MAHDIA_3_MAH1022,40
CAP MAHDIA_4_MAH1022,40
CAP MAHDIA_DCS_1_MAH3022,40
CAP MAHDIA_DCS_2_MAH3022,40
CAP MAHDIA_DCS_3_MAH3022,40
DIAR ELBAHR_1_MAH1023,24
DIAR ELBAHR_2_MAH1023,24
DIAR ELBAHR_3_MAH1023,24
BOU MERDES_DCS_4_MAH3024,64
BOU MERDES_1_MAH1024,64
BOU MERDES_2_MAH1024,64
BOU MERDES_3_MAH1024,64
BOU MERDES_4_MAH1024,40
BOU MERDES_DCS_1_MAH3024,40
BOU MERDES_DCS_2_MAH3024,64
BOU MERDES_DCS_3_MAH3024,64
SIDI_ALOUANE_DCS_4_MAH3025,40
SIDI_ALOUANE_1_MAH1025,40
SIDI_ALOUANE_2_MAH1025,40
SIDI_ALOUANE_3_MAH1025,64
SIDI_ALOUANE_4_MAH1025,40
SIDI_ALOUANE_DCS_3_MAH3025,64
KAI1027S1,48
KAI1027S2,32
KAI1027S3,56
MAH3029S4,56
MAH1029S1,32
MAH1029S2,32
MAH1029S3,32
MAH1029S4,80
MAH3029S1,48
Ksour_Essef_1_MAH1030,40
Ksour_Essef_2_MAH1030,40
Ksour_Essef_3_MAH1030,40
Ksour_Essef_DCS_2_MAH3030,64
Ksour_Essef_DCS_3_MAH3030,72
Eljem_2_DCS_4_MAH3031,40
Eljem_2_1_MAH1031,40
Eljem_2_2_MAH1031,40
Eljem_2_3_MAH1031,40
Eljem_2_4_MAH1031,40
Eljem_2_DCS_1_MAH3031,40
Eljem_2_DCS_2_MAH3031,4
Eljem_2_DCS_3_MAH3031,40
Souk_Eljem_1_MAH1032,40
Souk_Eljem_2_MAH1032,40
Souk_Eljem_3_MAH1032,64
Souk_Eljem_DCS_3_MAH3032,64
Chebba_plage_1_MAH1033,40
Chebba_plage_2_MAH1033,40
Chebba_plage_3_MAH1033,40
Chebba_plage_DCS_1_MAH3033,40
Chebba_plage_DCS_2_MAH3033,40
Chebba_plage_DCS_3_MAH3033,40
DOUIRA_1_MAH1034,24
DOUIRA_2_MAH1034,40
MONDES FRANCE_1_MAH1035,40
MONDES FRANCE_2_MAH1035,40
MONDES FRANCE_3_MAH1035,40
MONDES FRANCE_DCS_2_MAH3035,40
BKALTA_CLUB MED_1_MAH1036,24
BKALTA_CLUB MED_2_MAH1036,24
BKALTA_CLUB MED_3_MAH1036,24
BKALTA_CLUB MED_DCS_1_MAH3036,24
BKALTA_CLUB MED_DCS_2_MAH3036,40
Tlelsa_1_MAH1037,40
Tlelsa_2_MAH1037,40
Tlelsa_3_MAH1037,64
Tlelsa_DCS_1_MAH3037,40
Tlelsa_DCS_2_MAH3037,64
Tlelsa_DCS_3_MAH3037,40
Eddkhila_1_MAH1038,40
Eddkhila_2_MAH1038,24
Eddkhila_3_MAH1038,64
Citeibn_Jazzar_1_MAH1040,56
Citeibn_Jazzar_2_MAH1040,40
Citeibn_Jazzar_3_MAH1040,40
Citeibn_Jazzar_DCS_1_MAH3040,40
Citeibn_Jazzar_DCS_2_MAH3040,40
Citeibn_Jazzar_DCS_3_MAH3040,40
OULED_ACHOUR_DCS_4_KAI3041,40
OULED_ACHOUR_1_KAI1041,40
OULED_ACHOUR_2_KAI1041,40
OULED_ACHOUR_3_KAI1041,40
OULED_ACHOUR_4_KAI1041,40
OULED_ACHOUR_DCS_2_KAI3041,64
Essaed__1_MAH1042,24
Essaed__2_MAH1042,40
Essaed__3_MAH1042,64
Essaed__DCS_1_MAH3042,40
Essaed__DCS_2_MAH3042,40
Essaed__DCS_3_MAH3042,64
EL_FOUEL_DCS_4_MAH3043,64
EL_FOUEL_1_MAH1043,40
EL_FOUEL_2_MAH1043,40
EL_FOUEL_3_MAH1043,40
EL_FOUEL_4_MAH1043,40
EL_FOUEL_DCS_1_MAH3043,24
EL_FOUEL_DCS_2_MAH3043,40
EL JEM_1_MAH1044,40
EL JEM_2_MAH1044,40
EL JEM_3_MAH1044,40
EL JEM_DCS_1_MAH3044,72
EL JEM_DCS_2_MAH3044,64
EL JEM_DCS_3_MAH3044,72
AV_HABIB BOURGUIBA_1_MAH1046,40
AV_HABIB BOURGUIBA_2_MAH1046,24
AV_HABIB BOURGUIBA_3_MAH1046,24
AV_HABIB BOURGUIBA_DCS_2_MAH3046,64
AV_HABIB BOURGUIBA_DCS_3_MAH3046,40
CITE_TAAMIR_1_MAH1049,40
CITE_TAAMIR_2_MAH1049,40
CITE_TAAMIR_3_MAH1049,40
CITE_TAAMIR_4_MAH1049,24
CITE_TAAMIR_DCS_1_MAH3049,40
CITE_TAAMIR_DCS_2_MAH3049,40
CITE_TAAMIR_DCS_3_MAH3049,40
El bradaa_1_MAH1051,40
El bradaa_2_MAH1051,40
El bradaa_3_MAH1051,24
El bradaa_DCS_1_MAH3051,40
El bradaa_DCS_2_MAH3051,80
El bradaa_DCS_3_MAH3051,40
Rue_Khouther_1_MAH1052,24
Rue_Khouther_2_MAH1052,40
Rue_Khouther_3_MAH1052,40
Rue_Khouther_DCS_1_MAH3052,40
Rue_Khouther_DCS_2_MAH3052,40
Rue_Khouther_DCS_3_MAH3052,40
EL_BOURSA_1_MAH1053,40
EL_BOURSA_2_MAH1053,72
EL_BOURSA_3_MAH1053,40
EL_BOURSA_DCS_1_MAH3053,40
EL_BOURSA_DCS_2_MAH3053,72
EL_BOURSA_DCS_3_MAH3053,40
RIADH_BOUHLELE_1_MAH1054,72
RIADH_BOUHLELE_2_MAH1054,64
RIADH_BOUHLELE_3_MAH1054,40
RIADH_BOUHLELE_DCS_1_MAH3054,64
RIADH_BOUHLELE_DCS_2_MAH3054,40
RIADH_BOUHLELE_DCS_3_MAH3054,40
EL HOUMA_SGHIRA_1_MAH1055,40
EL HOUMA_SGHIRA_2_MAH1055,40
EL HOUMA_SGHIRA_3_MAH1055,24
EL HOUMA_SGHIRA_DCS_1_MAH3055,40
EL HOUMA_SGHIRA_DCS_2_MAH3055,56
CITE SOUSSE_1_MAH1056,24
CITE SOUSSE_2_MAH1056,40
CITE SOUSSE_3_MAH1056,24
CITE SOUSSE_DCS_1_MAH3056,64
CITE SOUSSE_DCS_3_MAH3056,40
MELAHMA_1_MAH1057,40
MELAHMA_2_MAH1057,40
MELAHMA_DCS_1_MAH3057,40
MELAHMA_DCS_2_MAH3057,40
SCM_MAHDIA_1_MAH1058,24
SCM_MAHDIA_2_MAH1058,24
SCM_MAHDIA_3_MAH1058,40
SCM_MAHDIA_DCS_1_MAH3058,24
SCM_MAHDIA_DCS_2_MAH3058,40
MSAKEN_SFAX_1_MAH1059,24
MSAKEN_SFAX_2_MAH1059,40
MSAKEN_SFAX_3_MAH1059,40
MSAKEN_SFAX_DCS_1_MAH3059,40
MSAKEN_SFAX_DCS_2_MAH3059,40
ELHAMEDA_VOIES_FERREES_1_MAH1060,64
ELHAMEDA_VOIES_FERREES_2_MAH1060,40
ELHAMEDA_VOIES_FERREES_3_MAH1060,40
ELHAMEDA_VOIES_FERREES_DCS_1_MAH3060,40
ELHAMEDA_VOIES_FERREES_DCS_2_MAH3060,40
ELHAMEDA_VOIES_FERREES_DCS_3_MAH3060,40
Voie ferree 5_1_MAH1061,40
Voie ferree 5_2_MAH1061,40
Voie ferree 5_3_MAH1061,40
Voie ferree 5_DCS_1_MAH3061,40
Voie ferree 5_DCS_2_MAH3061,40
Voie ferree 5_DCS_3_MAH3061,64
Zelba_1_MAH1062,40
Zelba_2_MAH1062,40
Zelba_3_MAH1062,40
Ouled_El_Hannachi_DCS_4_MAH3063,72
Ouled_El_Hannachi_1_MAH1063,40
Ouled_El_Hannachi_2_MAH1063,40
Ouled_El_Hannachi_3_MAH1063,64
Ouled_El_Hannachi_4_MAH1063,40
Ouled_El_Hannachi_DCS_1_MAH3063,64
Ouled_El_Hannachi_DCS_2_MAH3063,40
Ouled_El_Hannachi_DCS_3_MAH3063,64
MAHDIA_BEACH_1_MAH1064,24
MAHDIA_BEACH_2_MAH1064,24
MAHDIA_BEACH_3_MAH1064,24
Centre Mahdia_1_MAH1065,40
Centre Mahdia_2_MAH1065,40
Centre Mahdia_3_MAH1065,24
Centre Mahdia_DCS_1_MAH3065,40
Centre Mahdia_DCS_2_MAH3065,24
SOUASSI_1_MAH1066,40
SOUASSI_2_MAH1066,40
SOUASSI_3_MAH1066,40
SOUASSI_DCS_1_MAH3066,40
SOUASSI_DCS_2_MAH3066,64
SOUASSI_DCS_3_MAH3066,64
RR87_Souassi_1_MAH1067,40
RR87_Souassi_2_MAH1067,40
RR87_Souassi_3_MAH1067,40
RR87_Souassi_DCS_2_MAH3067,56
RR87_Souassi_DCS_3_MAH3067,40
LIMAYA_1_SFX1068,24
LIMAYA_2_SFX1068,24
LIMAYA_3_SFX1068,40
LIMAYA_DCS_1_SFX3068,40
LIMAYA_DCS_2_SFX3068,40
LIMAYA_DCS_3_SFX3068,40
Mahdia_Ezzahra_1_MAH1069,40
